AD_ID,AD_CLICKS,AD_CREATION_DATE,AD_END_DATE,AD_IMPRESSIONS,AD_LANDING_PAGE,AD_PATH,AD_SPEND,AD_TARGETING_AGE,AD_TARGETING_CUSTOM_AUDIENCE,AD_TARGETING_EXCLUDE,AD_TARGETING_EXCLUDED_CONNECTIONS,AD_TARGETING_EXCLUDE_LOCATION,AD_TARGETING_FRIENDS_OF_CONNECTIONS,AD_TARGETING_GENDER,AD_TARGETING_INTERESTS,AD_TARGETING_LANGUAGE,AD_TARGETING_LOCATION,AD_TARGETING_LOCATION_LIVING_IN,AD_TARGETING_LOCATION_RECENTLY_IN,AD_TARGETING_PEOPLE_WHO_MATCH,AD_TARGETING_PLACEMENTS,AD_TEXT,AD_POTENTIAL_TARGET
937,4290,2017-05-16 06:17:51,2017-05-17 06:17:51,32942,https://www.facebook.com/blacktivists/,2017-05/P(1)0000206.pdf,200.00 RUB,16 - 65+,,,,,,,"Black nationalism, Pan-Africanism, Police misconduct, African-American culture, African-American Civil Rights Movement ( 1954-68), African-American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",English (UK) or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,repost,31000000.0
1095,2094,2016-11-01 06:24:00,2016-11-02 06:23:59,17618,https://www.facebook.com/blacktivist-128371547505950/,2016-q4/2016-11/P(1)0000348.pdf,400.00 RUB,16 - 65+,,,,,,,"Black nationalism, Pan-Africanism, Police misconduct, African- American culture, African-American Civil Rights Movement (1954-68), African- American history, Black Consciousness Movement, Martin Luther King Ill, Stop Police Brutality or Black (Color)",English (UK) or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,"Never back down, my friends. Black America is so tired of explaining and debating.",31000000.0
1257,14,2016-10-19 08:45:02,2016-10-20 08:45:00,71,https://www.facebook.com/login/?next=https%3a%2f%2fi.facebook.com%2flsr.php%3fu%3dhttps%253a%252f%252fwww.facebook.com%252farmy-of-jesus-1195795607160174%252f%26ext%3d1481104016%26hash%3dacmuirzfkln8arse_pgiwkoza8g8cu3a4cdhralmfhof7w,2016-q4/2016-10/P(1)0003123.pdf,64.00 RUB,18 - 65+,,,,,,,"Laura Ingraham, God, Ron Paul, Christianity, Bill O'Reilly (political commentator), Rush Limbaugh, Andrew Breitbart, Bible, Conservatism in the United States, Michael Savage, Faith, Mike Huckabee or Jesus",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,"Today Americans are able to elect a president with godly moral principles. Hillary is a Satan, and her crimes and lies had proved just how evil she is. And even though Donald Trump isn't a saint by any means, he's at least an honest man and he cares deeply for this country. My vote goes for him!",80000000.0
2927,0,2017-04-19 07:33:25,,0,https://www.facebook.com/savethe2a/,2017-04/P(1)0005519.pdf,,18 - 65+,,,Exclude people who like Defend the 2nd,United States: California. Illinois,,Male,"AR-15, 2nd Amendment, National Rifle Association or Gun Owners of America",,,United States,,,"News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers","The community of 2nd Amendment supporters, guns lovers & patriots Defend The 2nd",19000000.0
952,2059,2017-05-17 04:07:14,2017-05-18 08:00:00,16955,https://www.facebook.com/blacktivists/,2017-05/P(1)0002795.pdf,211.95 RUB,16 - 65+,,,,,,,,English (UK) or English (US),United States,,,"Interests Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",News Feed on desktop computers or News Feed on mobile devices,This 18-year-old teen accepted her seniors bachelors degree diploma in sociology two weeks before her high school diploma.,24000000.0
3359,54,2017-02-07 00:05:08,2017-02-11 08:00:00,1687,https://www.facebook.com/events/180754319075270/,2017-q1/2017-02/P(1)0006428.pdf,1289.32 RUB,18 - 65+,,,,,,,"Mixed martial arts, Martial arts, martial arts and self defense, The Women's Self Defense Institute, PERSONAL & HOME DEFENSE, Self-defense, Self-defense (United States), Personal Defense, Right of self-defense, Personal Defense Network, Self Defense Family, Safety, Active Self Protection or The Self Defense Company",,,United States: Orlando (+50 mi) Florida,,,News Feed on desktop computers or News Feed on mobile devices,"The first self-defense class Join the event, bring your friends, feel safe with us!!! Self-defense classes",
2341,0,2016-10-26 06:12:51,2016-10-13 01:06:08,0,https://www.facebook.com/blackmattersus/.mvmnt/,2016-q4/2016-10/P(1)0004702.pdf,,16 - 65+,,,,,,,"Black Power, Racial equality, Social justice, Black Panther Party or Cop Block",English (UK)or English (US),,United States: Cleveland (+25 mi) Ohio,,,"on pages: News Feed on desktop computers, News Feed on mobile devices, Instream Video on mobile devices or Instream Video on desktop computers","Please share this disturbing video. A routine revenue collection stop turned into a nightmare for this black man. Kevin Campbell was driving his wife's minivan home in June when he was targeted for revenue collection by Allen Park Police Officer Daniel Mack. Mack literally kidnapped Campbell, placed him in handcuffs, threw him in a cage over a suspended license, accused Campbell of having drugs on him despite the fact that the K9 didn't find anything. Moreover, the cop sodomized him by putting the illegal substance inside his body. There was no search warrant.",
539,1,2016-03-18 07:33:18,2016-03-21 07:33:17,8,https://www.facebook.com/patriototus//,2016-q1/2016-03/P(1)0002404.pdf,38.10 RUB,18 - 65+,,,,,Friends of people who are connected to Being Patriotic,,,,,United States,,"People who like Being Patriotic,",News Feed on desktop computers or News Feed on mobile devices,"Hillary Clinton made new promises to extend our traitor President Obama's pro-immigration policy. She also promised to offer illegals residency and ""a path of citizenship"". During the debate on 8th March she was asked about deportation. Clinton said: ""I would not deport children. I do not want to deport family members either. I want to, as I said, prioritize who would be deported: violent criminals, people planning terrorist attacks, anybody who threatens us. That's a relatively small universe."" Oh wonderful, so she admits she wants to be the second Obama, like the first one isn't enough. And we know what's behind this world ""children"" — young men who claim to be less than 18. Same way the ""illegals without a criminal record"" is also those who are not proved to be criminals yet. Crossing the U.S. border without permission is already a crime. A crime that should bring just one simple punishment — deportation and a prohibition of further entrance. We do not need a president who doesn't understand that. We do not need a president who forgives this kind of crime. We do not need Hillary.",
437,92,2015-08-04 05:37:48,2015-08-06 05:37:47,472,https://www.facebook.com/patriototus/,2015-q3/2015-08/P(1)0000058.pdf,129.40 RUB,18 - 65+,,,,,Friends of people who are connected to Being Patriotic,,,,United States,,,"People who like Being Patriotic,",News Feed on desktop computers or News Feed on mobile devices,"The first lesson of economics is scarcity: there is never enough of anything to fully satisfy all those who want it. The first lesson of Obama's policies is to disregard the first lesson of economics... USA TO ISSUE MORE GREEN CARDS THAN POPULATIONS OF IOWA, NEW HAMPSHIRE, SOUTH CAROLINA COMBINED. The lion's share of these visas are for lesser-skilled and lower-paid workers and their dependents who, because they are here on work-authorized visas, are added directly to the same labor pool occupied by current unemployed jobseekers. Expressly because they arrive on legal immigrant visas, most will be able to draw a wide range of taxpayer-funded benefits, and corporations will be allowed to directly substitute these workers for Americans. Improved border security would have no effect on the continued arrival of these foreign workers, refugees, and permanent immigrants—because they are all invited here by the federal government. Obama swore an oath to uphold our Constitution and protect the American people but he has done everything in his power to destroy us. In a short few years, America will resemble Mehico City ...where you will need to defend your life almost on a daily basis. Obama is killing our country. In turn I hope he drops dead soon.",
2575,2589,2017-04-21 06:51:45,2017-04-24 10:48:01,19152,https://www.facebook.com/brownunitedfront/,2017-04/P(1)0005067.pdf,226.67 RUB,18 - 65+,,,,,,,"Mexico. Latin hip hop. Chicano Movement,. Hispanidad, Lowrider, Chicano rap or La Raza",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Danny Trejo es el mero-mero.,43000000.0
1692,38,2016-02-09 00:13:19,2016-02-19 13:18:00,57249,https://www.facebook.com/blackluive-1725227467722991/,2016-q1/2016-02/P(1)0000481.pdf,5729.70 RUB,13 - 45,,,,,,,,English (UK)or English (US),United States: Latitude 40.73 Longitude -73.99 New York (+42 km) New York,,,,Instagram Feed,"Say no to genocide in america. Join our protest that will be held in front of the Headquarters of the United Nations in New York city on February 17, 18, 19. The race is not to the swift, nor does the battle to the strong, but time and chance happen to them all. as long as black community is not completely irradicated from the land of america, we, the little remaining, will continue to voice our griverances out and strive our way through until we attain freedom and justice. black americans are brutalised everyday and the oppressors go ""scot free"". we have no advocate, but we assure"" white america"" that ones we have lives, our voices are our tool for survival.",
1079,106,2017-01-24 05:34:08,2017-01-25 05:34:08,6086,https://www.facebook.com/blacktivists/shop/?rid=128371547505950&rt=6,2017-q1/2017-01/P(1)0002877.pdf,500.00 RUB,16 - 65+,,,,,,,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",English (UK) or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,Shop our full range of sale men's and women's t-shirts. We feature new amazing limited edition t-shirtS with awesome print. https://www.facebook.com/pg/blacktivists/shop/?rid=128371547505950&rt=6 www.facebook.com facebook.com,24000000.0
3456,4,2016-05-12 03:43:42,,917,https://musicfb.info/,2016-q2/2016-05/P(1)0006081.pdf,394.81 RUB,15 - 30,,,,,,,"Grooveshark, Last.fm, SoundCloud, Vevo, Shazam (service) or Google Play Music",English (UK)or English (US),United States,,,Behaviors: Facebook access (browser): Chrome And Must Also Match:,News Feed on desktop computers,Stop paying for music! First Facebook music service! Download now! Listen legally and for free. Jump in! musicfb.info FaceMusic Stop A.1.,
749,222,2016-02-25 07:42:13,2016-02-26 07:42:13,3658,https://www.facebook.com/timetosecede/,2016-q1/2016-02/P(1)0002744.pdf,2392.53 RUB,18 - 65+,,,,,,,,,United States: Austin (+10 mi) Texas,,,,News Feed on desktop computers or News Feed on mobile devices,"They came for the children. but I had no small children so I didn't stand up. They came for the ranchers, but I'm not a rancher so I didn't stand up. They came for the guns, but I don't have any guns so I didn't stand up. They came after the people who speak out against to tyranny, but I don't speak out so I didn't stand up. They came after me. and there was no one left to stand up. My friends; if you have never stood for anything now is the time. Look around you, how much freedom do you have? What we have now is NOT what our forefathers wanted for us. (The text by John McClain) Join the secession rally and help Republic of Texas to raise from the ashes! https://www.facebook.com/groups/418006265076223/",
2598,525,2017-04-28 08:07:01,2017-05-01 10:40:00,3466,https://www.facebook.com/brownunitedfront/,2017-04/P(1)0005095.pdf,77.01 RUB,18 - 65+,,,,,,,"Mexico. Latin hip hop, Chicano Movement,. Hispanidad, Lowrider, Chicano rap or La Raza",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Truth!,43000000.0
1981,1566,2017-04-28 06:55:38,2017-04-29 06:55:38,6942,https://www.facebook.com/blackmattersus/.mvmnt/,2017-04/P(1)0004147.pdf,263.59 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr.; African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Miss this show. Like and share.,2900000.0
1375,0,2016-04-13 07:46:56,,1,https://www.facebook.com/stopallinvaders,2016-q2/2016-04/P(1)0003335.pdf,0.08 RUB,35 - 65+,,,Exclude people who like Stop A.1.,,,,Immigration or Politics,English (UK)or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,This page is dedicated to protection against illegal immigrants! Like to join!,27000000.0
3311,0,2017-02-10 07:18:14,,0,https://www.facebook.com/hellandbacktolife/,2017-q1/2017-02/P(1)0005939.pdf,,18 - 65+,,,Exclude people who like Hell—and—Back,,,,"Martin Luther King, Jr., Criminal justice, Conviction, African-American Civil Rights Movement (1954-68), Black History Month, African-American history or Malcolm X, Behaviors: African American (US)",English (UK)or English (US),United States,,,,"News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers","If you faced the wrath of prison life, join us. We are stronger together. Hell And Back",39000000.0
1329,192,2016-07-14 02:32:13,2016-07-15 02:32:12,682,https://www.facebook.com/stop-al-896610653786585/,2016-q3/2016-07/P(1)0003244.pdf,500.00 RUB,18 - 65+,,,,,Friends of people who are connected to Stop A.1.,,,,United States: Tennessee,,,"People who like Stop A.I.,",News Feed on desktop computers or News Feed on mobile devices,1 cannot understand why democrats encourage breaking the law. They harbor illegal aliens who are breaking our immigration and labor laws. They praise rioters and vandals... What's wrong with them?,
1371,0,2016-04-13 07:48:08,,1,https://www.facebook.com/stopallinvaders,2016-q2/2016-04/P(1)0003327.pdf,2.28 RUB,35 - 65+,,,Exclude people who like Stop A.1.,,,,Immigration or Politics,English (UK)or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,"If you want to save America, you're a part of us. Like to join!",27000000.0
1819,0,2016-05-16 04:16:43,2016-05-17 04:18:42,0,https://www.facebook.com/memopolis-450474615151098/,2016-q2/2016-05/P(1)0003952.pdf,,18 - 65+,,,,,,,"CollegeHumor, BuzzFeed or 9GAG",,United States,,,,News Feed on desktop computers or News Feed on mobile devices,Thx mim,59000000.0
2907,0,2017-04-19 07:38:10,,0,https://www.facebook.com/savethe2a/,2017-04/P(1)0005481.pdf,0,18 - 65+,,,Exclude people who like Defend the 2nd,United States: California. Illinois,,Male,"Right to keep and bear arms; 2nd Amendment, National Rifle Association, Gun Owners of America. Second Amendment to the United States Constitution, Concealed carry in the United States, National Association for Gun Rights or Guns & Ammo",,,United States,,,"News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers","The community of 2nd Amendment supporters, guns lovers & patriots Defend The 2nd",21000000.0
473,0,2016-11-10 04:44:36,2016-11-11 21:00:00,0,https://www.facebook.com/events/365162297165103/,2016-q4/2016-11/P(1)0000080.pdf,,18 - 65+,,,,,,,,,,United States: New York (+50 mi) New York Connections: People who like Being Patriotic,,,News Feed on desktop computers or News Feed on mobile devices,Donald John Trump was elected the 45th president of the United States on Tuesday! Today some massive crowds of libtards marched in NYC against election of Donald Trump. Come to Trump Tower(725 5th Ave)on Saturday to show Mr. Trump there actually ARE people in NY who voted for him! Support Trump in NYC,
1545,0,2016-06-02 07:58:40,2016-06-03 16:00:00,0,https://www.facebook.com/dont-shoot-1157233400960126/,2016-q2/2016-06/P(1)0003577.pdf,,18 - 65+,,,,,Friends of people who are connected to Don't Shoot,,,,United States,,,"People who like Don't Shoot,",News Feed on desktop computers or News Feed on mobile devices,This is what living in a police state looks like! Full information about police brutality in the US: http://bit.ly/106zgBD,
2031,36,2017-04-28 06:53:27,2017-04-29 06:53:27,315,https://www.facebook.com/blackmattersus/.mvmnt/,2017-04/P(1)0000682.pdf,300.00 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr.; African-American culture, African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,So true': Love your magical blackness!,17000000.0
3131,1971,2017-02-22 05:58:39,2017-02-25 05:58:39,13378,https://www.facebook.com/woke-blacks-294234600956431/,2017-q1/2017-02/P(1)0005709.pdf,200.00 RUB,18 - 65+,,,,,,,"Martin Luther King; Jr., African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,"You may not have heard of Zelda Wynn Valdes, but you've certainly seen her designs. This amazing Black fashion designer created the original Playboy bunny costume. In 1948, was the first Black designer to open up her own shop on Broadway. Valdes created gorgeous gowns many stars like Mae West; Joyce Bryant, Josephine Baker, Gladys Knight, Sarah Vaughan, Dorothy Dandridge, Ella Fitzgerald and countless others. Although very little is known about her, Zelda Wynn also created costumes for the Dance Theater of Harlem and was a founding partner of the National Association of Fashion and Accessory Designers. #PanAfricanism #BlackNationalism #BlackEmpowerment #African Empowerment #AfricanAndProud #BlackAndProud #BlackPride #BlackPower #BlackLivesMatter #Amerikkka #UnapologeticallyBlack #UnapologeticallyAfrican #BlacklnAmerica #BlacklsBeautiful #KnowThySelf #KnowledgeOfSelf #KnowledgeOfSelflsANationaIity #EconomicEmpowerment #Integration Failed #WhiteLiesMatter #Education #African Unification #AfricanUnity #BlackLove #JusticeOrElse #ProBlack #Regrann #blackexcellence #goals",2900000.0
2892,28,2016-10-12 03:18:17,2016-10-13 03:18:15,159,https://www.facebook.com/army-of-jesus-1195795607160174/,2016-q4/2016-10/P(1)0005457.pdf,100.00 RUB,18 - 65+,,,,,,,Amenity or Jesus Daily,,,United States,,,News Feed on desktop computers or News Feed on mobile devices,"At the Last Supper Jesus says: He said to them,""But now if you have a purse, take it, and also a bag; and if you don't have a sword, sell your cloak and buy one."" — Luke 22:36 What does that mean? Jesus always stood for peace and non-violence. But enemies often issued threats towards Him and His disciples. There's always was a risk for them to be arrested and subjected to a great violence, and be followed with rage and persecution; so that they might seem to stand in need of swords to defend them: the phrase is expressive of the danger they would be exposed to, and of their need of protection. And we, American Christians, should remember about it. Sometimes you have to arm yourself to protect your loved ones and friends.",5100000.0
411,42,2015-06-25 08:10:53,2015-06-26 08:10:53,332,https://www.facebook.com/black-matters-1579673598947501/,2015-06/P(1)0002245.pdf,81.49 RUB,18 - 65+,,,,,Friends of people who are connected to Black Matters,,,,"United States: Baltimore Maryland: Ferguson, St. Louis Missouri; Cleveland Ohio",,,People who like Black Matters.,News Feed on desktop computers or News Feed on mobile devices,"Ella Baker. The woman behind the scenes. Not many of you will probably be able to recognize Ella Baker, who was a hero of the civil rights Freedom Movement, racial and economic injustice for five decades. Her job was to put together the pieces in order to create a strong organization in the face of racism and injustice. She played a key role in NAACP; Student Nonviolent Coordinating Committee and Martin Luther King's Southern Christian Leadership Conference.",
1388,0,2016-04-08 03:30:40,,0,https://www.facebook.com/stop-al-896610653786585/,2016-q2/2016-04/P(1)0003361.pdf,,25 - 65+,,,Exclude people who like Stop A.1.,,,Male,,English (UK)or English (US),"United Kingdom, United States",,,,News Feed on mobile devices,This page is dedicated to protection against illegal immigrants!,92000000.0
1833,0,2016-07-12 05:01:53,2016-06-23 07:32:36,0,https://www.facebook.com/memopolis-450474615151098/,2016-q3/2016-07/P(1)0003976.pdf,,14 - 40,,,,,,,"Funny Photo's, Funny Pictures, LOL or Funny Pics",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Oh sweetheart no uh uh,36000000.0
2017,1173,2017-05-12 08:02:15,2017-05-13 08:02:15,4468,https://www.facebook.com/blackmattersus/.mvmnt/,2017-05/P(1)0004203.pdf,195.02 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr.; African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Black don't crack! That's the power of melanin!,2900000.0
711,368,2016-05-25 07:22:16,2016-05-26 07:22:15,1954,https://www.facebook.com/heart-of-texas-761114847343674/,2016-q2/2016-05/P(1)0002674.pdf,300.00 RUB,18 - 65+,,,Exclude people who like Heart of Texas,,,,Independence or Patriotism,English (UK)or English (US),United States: Texas,,,,News Feed on desktop computers or News Feed on mobile devices,"Austin's Robert E. Lee Elementary school has a new name: Russell Lee. The Austin School Board voted 8-1 to change the name Monday night.The school board had three name options from which to choose: Russell Lee, a photographer from the school's neighborhood who started UT's photography program. The board approved Russell Lee at the request of the school's Campus Advisory Council. So, what can I say? This is a disgrace for the Texas authorities! I am shocked at the dismantling of southern history. We know that our ancestors fought for our freedom. These names were, are and always will be the part of Texas history. Why is Texas administration willing to do anything what feds say them? Isn't it obvious that the Federal government aims to destroy our history? This is a madness! Therefore, I need to ask you: are you ready to defend our Heritage? The Southern history needs protection now more than ever before!",6400000.0
334,10,2015-06-16 07:37:14,2015-06-17 07:37:13,153,https://www.facebook.com/black-matters-1579673598947501/,2015-06/P(1)0002120.pdf,90.07 RUB,18 - 65+,,,,,Friends of people who are connected to Black Matters,,,,"United States: Baltimore Maryland: Ferguson, St. Louis Missouri; Cleveland Ohio",,,People who like Black Matters.,News Feed on desktop computers or News Feed on mobile devices,"Today we celebrate the legendary rapper who ever lived: Happy B-day, Tupac! The greatest of all time rapper is known not only for his music but for the wise words he spoke and his strength in standing up against oppression. His real name was Lesane Parish Crooks. Shakur was only 25 years old at the time he was shot and killed in 1996. His killer has never been caught. We will never forget 2Pac. Today we remember him on what would've been his 44th Birthday.",
193,1,2016-03-10 04:13:40,2016-03-11 04:13:38,20,https://www.facebook.com/black-matters-1579673598947501/,2016-q1/2016-03/P(1)0001977.pdf,20.09 RUB,18 - 65+,,,,,Friends of people who are connected to Black Matters,,,,United States: New York New York,,,People who like Black Matters.,News Feed on desktop computers or News Feed on mobile devices,"21-year-old Lane Durham from Oklahoma is facing up to 40 years of confinement for sexual harassment, when he volunteered as a missionary in Kenya. `All I wanted was to follow God's plan for me "" Durham told before court pleading for mercy. In June 2014; Matthew Durham came under national spotlight when he was accused of raping and molesting several young black girls and boys in an orphanage in Kenya. Now, 21-year-old Lane Durham from Oklahoma is facing up to 40 years of confinement for sexual harassment, when he volunteered as a missi... 40 Years For Sexually Abusing Kenyan Orphans Isn't Enough I Black Matters Black Matters",
1115,4022,2016-11-03 08:06:48,2016-11-04 08:06:48,24447,https://www.facebook.com/blacktivist-128371547505950/,2016-q4/2016-11/P(1)0002909.pdf,300.00 RUB,16 - 65+,,,,,,,"Pan-Africanism, African-American Civil Rights Movement (1954-68), African-American history or Black (Color)",English (UK)or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,"Happy Birthday, real American! We believe in you!",24000000.0
2114,891,2017-04-21 05:46:20,2017-04-26 05:44:00,3693,https://www.facebook.com/blackmattersus/.mvmnt/,2017-04/P(1)0004326.pdf,89.67 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Indeed! They look awesome.,17000000.0
379,0,2015-06-10 02:58:56,,0,https://www.facebook.com/blackmattersus/,2015-06/P(1)0002184.pdf,,18 - 65+,,,Exclude people who like Black Matters,,,,,English (UK)or English (US),United States: Baltimore (+20 km) Maryland; St. Louis(+20 km) Missouri,,,,News Feed on desktop computers or News Feed on mobile devices,Your life matter.My life matter. Black matters.,
794,1,2016-01-14 06:38:34,,64,https://www.facebook.com/villiamsandkaivin/,2016-q1/2016-01/P(1)0001239.pdf,138.96 RUB,18 - 45,,"Behaviors: Hispanic(US - All), Hispanic(US - Spanish dominant), Hispanic(US - English dominant), Hispanic(US - Bilingual: English and Spanish) or Asian American (US)",Exclude people who like Williams&Kalvin,,,,"BlackNews.com, Black (Color) or HuffPost Black Voices And Must Also Match: Behaviors: African American (US)",English (UK)or English (US),United States,,,,News Feed on desktop computers or News Feed on mobile devices,Your voice counts! Here you can find news and videos about black community!,7700000.0
197,0,2016-03-11 01:51:03,2016-03-13 01:51:02,5,https://www.facebook.com/black-matters-1579673598947501/,2016-q1/2016-03/P(1)0001981.pdf,0.68 RUB,18 - 65+,,,,,Friends of people who are connected to Black Matters,,,,United States: New York New York,,,People who like Black Matters.,News Feed on desktop computers or News Feed on mobile devices,The VA State Attorney Colon Stolle sees no law violation in Virginia Police actions. The VA State Attorney Colon Stolle on Wednesday gave a verdict concerning the four Virginia Police Officers who were involved in the shooting of India Kager at a press conference. He is sure that they didn't violate the law and shouldn't be prosecuted. During the press conference. a minute video of... No Charges For VA Beach Police For Killing India Kager I Black Matters Black Matters,
2176,18,2017-04-21 02:13:50,2017-04-22 02:13:50,305,https://blackmattersus.com/32692-on-this-day-harriet-tubman-starts-underground-railroad/,2017-04/P(1)0004409.pdf,300.00 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,"On this date in 1853, Harriet Tubman began her work with the Underground Railroad. On this date in 1853, Harriet Tubman began her work with the Underground Railroad. This was a network of antislavery activists who helped slaves escape from the South. On This Day Harriet Tubman Starts Underground Railroad I BlackMattersUS.com blackmattersus.com",2900000.0
490,285,2015-07-27 08:16:18,2015-07-29 08:16:17,1853,https://www.facebook.com/patriototus/,2015-q3/2015-07/P(1)0002341.pdf,327.81 RUB,18 - 65+,,,,,Friends of people who are connected to Being Patriotic,,,,United States,,,"People who like Being Patriotic,",News Feed on desktop computers or News Feed on mobile devices,"Melissa Stockwell is an Iraqi War Veteran, she was the first female soldier to lose a limb in the Iraq War. However, she keeps it star-spangled in spite of m isfortune. Melissa met both Obama and G.W.Bush. But we wish all veterans were treated like her as all of us do know that many people who sacrificed their health for the public good are still forgotten and ignored by our officials.",
2066,2140,2017-05-12 08:00:59,2017-05-13 08:00:00,9500,https://www.facebook.com/blackmattersus/.mvmnt/,2017-05/P(1)0000708.pdf,196.08 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr.; African-American culture, African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Royalty.,17000000.0
2747,0,2016-10-18 08:21:29,,0,https://www.facebook.com/copsareheroes/,2016-q4/2016-10/P(1)0005286.pdf,,45 - 64,,,,,,Male,"State police, Law enforcement in the United States, Police, Law enforcement or Police officer And Must Also Match: Interests Support Law Enforcement, The Thin Blue Line. Officer Down Memorial Page, The Thin Blue Line (emblem). Police Wives Unite, National Police Wives Association or Heroes Behind The Badge",,,United States,,,"News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers",Community of people who support our brave Police Officers.,
1378,0,2016-03-10 06:10:18,,0,https://www.facebook.com/stop-al-896610653786585/,2016-q1/2016-03/P(1)0003341.pdf,,25 - 65+,,,Exclude people who like Stop A.1.,,,,,English (UK)or English (US),"United Kingdom, United States",,,,News Feed on mobile devices,There is nothing good in illegal immigration! Press Like to Join!,202000000.0
3282,101,2016-12-22 07:02:53,,1913,https://www.facebook.com/hell—and—back-1806743482876111/,2016-q4/2016-12/P(1)0005891.pdf,3000.00 RUB,18 - 65+,,,Exclude people who like Hell—and—Back,,,,"Prison Fellowship, Innocence Project, Prison reform or The Inmates",English (UK)or English (US),United States,,,,"News Feed on desktop computers, News Feed on mobile devices or Right column on desktop computers",This group is basically to bring together all who have faced the wrath of prison life. Hell And Back,630000.0
2159,797,2017-05-24 08:00:29,2017-05-25 08:00:29,3486,https://www.facebook.com/blackmattersus/.mvmnt/,2017-05/P(1)0000756.pdf,167.46 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr., African-American culture, African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Delicious! Just a chocolate drop for your timeline.,17000000.0
2190,779,2017-04-28 07:02:15,2017-04-29 07:58:00,3697,https://www.facebook.com/blackmattersus/.mvmnt/,2017-04/P(1)0004426.pdf,255.28 RUB,18 - 65+,,,,,,,"Martin Luther King, Jr.; African-American Civil Rights Movement (1954-68), African-American history or Malcolm X",,,United States,,,News Feed on desktop computers or News Feed on mobile devices,Flawless talent and beauty!,2900000.0
34,0,2016-05-12 02:31:30,,0,https://www.instagram.com/veterans_us/,2016-q2/2016-05/P(1)0001777.pdf,,13 - 35,,,,,,,"Conservatism, Veterans Day, Tea Party Patriots, Veterans, Republican Party (United States) or Supporting Our Veterans",English (US),United States,,,,Instagram Feed,A Wounded Warrior and his service dog. Support our Veterans - Follow! Black America( @black Instalol,14000000.0
